"Anio","ID region","Region","Provincia","Comuna","Número explotación","Número bloque","Tipo productor","Especie","Variedad","Anio plantacion","Metodo de riego","Numero de arboles","Superficie (ha)"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","15886","2","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","599","0,88"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13627","6","Hombre","Duraznero Tipo Conservero","Carson","2023","Surco","570","0,90"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","7604","2","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","600","0,90"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7328","1","Hombre","Duraznero Tipo Conservero","Carson","2011","Surco","686","0,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","20698","1","Empresa","Duraznero Tipo Conservero","Carson","2012","Surco","569","0,91"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7343","2","Hombre","Duraznero Tipo Conservero","Carson","2010","Surco","1011","0,91"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","1210","2","Mujer","Duraznero Tipo Conservero","Carson","2016","Surco","454","0,92"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","18580","2","Empresa","Duraznero Tipo Conservero","Carson","2013","Surco","575","0,92"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1674","2","Hombre","Duraznero Tipo Conservero","Carson","2011","Surco","517","0,93"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","20558","1","Hombre","Duraznero Tipo Conservero","Carson","2018","Surco","827","0,93"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","6954","2","Empresa","Duraznero Tipo Conservero","Carson","2010","Surco","384","0,96"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7355","2","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","495","0,99"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","4614","2","Empresa","Duraznero Tipo Conservero","Carson","2022","Surco","625","1,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","15699","1","Hombre","Duraznero Tipo Conservero","Carson","2012","Surco","667","1,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1570","1","Empresa","Duraznero Tipo Conservero","Carson","2014","Surco","833","1,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","21608","1","Empresa","Duraznero Tipo Conservero","Carson","2015","Surco","505","1,01"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","12518","5","Hombre","Duraznero Tipo Conservero","Carson","2023","Surco","842","1,01"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","9075","6","Empresa","Duraznero Tipo Conservero","Carson","2016","Surco","496","1,05"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","14746","1","Hombre","Duraznero Tipo Conservero","Carson","2019","Surco","583","1,05"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","18072","3","Hombre","Duraznero Tipo Conservero","Carson","2014","Surco","880","1,10"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","185","1","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","822","1,11"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","148","1","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","560","1,12"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","12810","2","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","706","1,13"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","1057","1","Hombre","Duraznero Tipo Conservero","Carson","2022","Surco","867","1,17"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","9075","2","Empresa","Duraznero Tipo Conservero","Carson","2010","Surco","524","1,18"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","15604","1","Hombre","Duraznero Tipo Conservero","Carson","2004","Surco","600","1,20"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","21397","1","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","1000","1,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","682","8","Empresa","Duraznero Tipo Conservero","Carson","2024","Surco","864","1,21"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","1057","1","Hombre","Duraznero Tipo Conservero","Carson","2024","Surco","1213","1,21"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","15879","1","Hombre","Duraznero Tipo Conservero","Carson","2011","Surco","1084","1,22"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","4193","7","Empresa","Duraznero Tipo Conservero","Carson","2007","Surco","651","1,23"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","204","5","Empresa","Duraznero Tipo Conservero","Carson","2009","Surco","500","1,25"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","12526","3","Mujer","Duraznero Tipo Conservero","Carson","2007","Surco","781","1,25"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","20202","1","Hombre","Duraznero Tipo Conservero","Carson","2010","Surco","635","1,27"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","19604","4","Hombre","Duraznero Tipo Conservero","Carson","2011","Surco","1270","1,27"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","6946","5","Empresa","Duraznero Tipo Conservero","Carson","2005","Surco","711","1,28"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","4193","3","Empresa","Duraznero Tipo Conservero","Carson","2002","Surco","722","1,30"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","14746","2","Hombre","Duraznero Tipo Conservero","Carson","2018","Surco","722","1,30"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13610","2","Hombre","Duraznero Tipo Conservero","Carson","2025","Surco","1128","1,32"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","6965","1","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","1108","1,33"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","13584","2","Mujer","Duraznero Tipo Conservero","Carson","2005","Surco","670","1,34"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","20234","1","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","675","1,35"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","18430","1","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","964","1,35"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","12518","3","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","1125","1,35"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","2","Hombre","Duraznero Tipo Conservero","Carson","2024","Surco","1685","1,35"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","13515","1","Hombre","Duraznero Tipo Conservero","Carson","2007","Surco","711","1,39"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1291","3","Empresa","Duraznero Tipo Conservero","Carson","2024","Surco","1315","1,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","18251","1","Hombre","Duraznero Tipo Conservero","Carson","2017","Surco","1640","1,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","14771","4","Empresa","Duraznero Tipo Conservero","Carson","2002","Surco","740","1,48"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","6940","1","Empresa","Duraznero Tipo Conservero","Carson","2000","Surco","839","1,51"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","17087","1","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","1079","1,51"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13608","2","Hombre","Duraznero Tipo Conservero","Carson","2020","Surco","1448","1,52"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","1130","3","Hombre","Duraznero Tipo Conservero","Carson","2012","Surco","1141","1,54"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13606","1","Empresa","Duraznero Tipo Conservero","Carson","2003","Surco","1143","1,60"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","4464","2","Empresa","Duraznero Tipo Conservero","Carson","2020","Surco","1333","1,60"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","18458","1","Hombre","Duraznero Tipo Conservero","Carson","2023","Surco","917","1,65"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","15573","2","Empresa","Duraznero Tipo Conservero","Carson","2014","Surco","850","1,70"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","19604","1","Hombre","Duraznero Tipo Conservero","Carson","2016","Surco","1075","1,72"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","6657","2","Hombre","Duraznero Tipo Conservero","Carson","2006","Surco","864","1,75"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1269","1","Hombre","Duraznero Tipo Conservero","Carson","2002","Surco","1000","1,75"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","21603","1","Hombre","Duraznero Tipo Conservero","Carson","2019","Surco","1758","1,76"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1269","1","Hombre","Duraznero Tipo Conservero","Carson","2002","Surco","1029","1,80"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8620","22","Empresa","Palto","Hass","2019","Goteo","45093","16,91"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24522","1","Empresa","Palto","Hass","2017","Goteo","19284","17,36"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24003","2","Empresa","Palto","Hass","2020","Goteo","11733","17,60"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","18363","13","Empresa","Palto","Hass","2020","Goteo","14243","17,80"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","21147","13","Empresa","Palto","Hass","2014","Goteo","28576","17,86"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24009","2","Empresa","Palto","Hass","2022","Goteo","10066","18,12"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","16472","1","Empresa","Palto","Hass","2015","Goteo","20222","18,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","19109","2","Empresa","Palto","Hass","2013","Goteo","10240","18,43"
"2025","5","Región de Valparaíso","Petorca","Petorca","14224","1","Empresa","Palto","Hass","1997","Goteo","12310","18,47"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","19","Empresa","Palto","Hass","2015","Goteo","18494","18,49"
"2025","5","Región de Valparaíso","Quillota","Calera","2233","3","Empresa","Palto","Hass","2019","Goteo","12480","18,72"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","11","Empresa","Palto","Hass","2015","Goteo","19144","19,14"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6","5","Empresa","Palto","Hass","2000","Goteo","8045","19,31"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","15233","5","Empresa","Palto","Hass","2020","Goteo","15456","19,32"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24522","1","Empresa","Palto","Hass","2017","Goteo","21469","19,32"
"2025","5","Región de Valparaíso","Quillota","Nogales","9764","5","Empresa","Palto","Hass","2024","Goteo","10800","19,44"
"2025","5","Región de Valparaíso","Quillota","Calera","20876","1","Hombre","Palto","Hass","2016","Goteo","21900","19,71"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12682","14","Empresa","Palto","Hass","2001","Goteo","5640","19,74"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","16473","1","Empresa","Palto","Hass","2007","Goteo","13187","19,78"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24005","3","Empresa","Palto","Hass","2023","Goteo","13187","19,78"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","16947","7","Empresa","Palto","Hass","2008","Goteo","32937","20,59"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24009","4","Empresa","Palto","Hass","2022","Goteo","11567","20,82"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","15233","7","Empresa","Palto","Hass","2020","Goteo","16824","21,03"
"2025","5","Región de Valparaíso","Quillota","Hijuelas","13146","1","Hombre","Palto","Hass","2010","Goteo","26577","21,26"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8620","12","Empresa","Palto","Hass","2016","Goteo","34080","21,30"
"2025","5","Región de Valparaíso","Petorca","Cabildo","18713","1","Empresa","Palto","Hass","2024","Goteo","12000","21,60"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","15233","1","Empresa","Palto","Hass","2001","Goteo","9379","22,51"
"2025","5","Región de Valparaíso","Quillota","Nogales","19529","9","Empresa","Palto","Hass","2024","Goteo","12656","22,78"
"2025","5","Región de Valparaíso","Quillota","Quillota","8707","1","Empresa","Palto","Hass","2000","Goteo","9513","22,83"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","27","Empresa","Palto","Hass","2014","Goteo","22935","22,94"
"2025","5","Región de Valparaíso","Quillota","Calera","5021","5","Empresa","Palto","Hass","1999","Goteo","11530","23,06"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24005","1","Empresa","Palto","Hass","2023","Goteo","13000","23,40"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6","13","Empresa","Palto","Hass","1996","Goteo","6593","23,73"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","21147","7","Empresa","Palto","Hass","2013","Goteo","38368","23,98"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1362","5","Empresa","Palto","Hass","2005","Goteo","16000","24,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1362","1","Empresa","Palto","Hass","2018","Goteo","26778","24,10"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24009","1","Empresa","Palto","Hass","2022","Goteo","13700","24,66"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24525","1","Empresa","Palto","Hass","2012","Goteo","27827","25,04"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24009","3","Empresa","Palto","Hass","2022","Goteo","14005","25,21"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12682","13","Empresa","Palto","Hass","1998","Goteo","7022","25,28"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","9","Empresa","Palto","Hass","2015","Goteo","25623","25,62"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6","1","Empresa","Palto","Hass","2022","Goteo","10816","25,96"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6","9","Empresa","Palto","Hass","2000","Goteo","10920","26,21"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","17674","22","Empresa","Palto","Hass","2012","Goteo","42155","26,35"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","31","Empresa","Palto","Hass","2014","Goteo","26433","26,43"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","19107","7","Empresa","Palto","Hass","2024","Goteo","29500","26,55"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","3","Empresa","Palto","Hass","2010","Goteo","26620","26,62"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","18363","1","Empresa","Palto","Hass","2008","Goteo","26736","26,74"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8620","16","Empresa","Palto","Hass","2018","Goteo","35707","26,78"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","33","Empresa","Palto","Hass","2014","Goteo","26833","26,83"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","15233","3","Empresa","Palto","Hass","2000","Goteo","11225","26,94"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","17","Empresa","Palto","Hass","2015","Goteo","27519","27,52"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","15","Empresa","Palto","Hass","2013","Goteo","27848","27,85"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","19147","1","Empresa","Palto","Hass","2009","Goteo","31667","28,50"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","25","Empresa","Palto","Hass","2014","Goteo","29700","29,70"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","5","Empresa","Palto","Hass","2015","Goteo","30456","30,46"
"2025","5","Región de Valparaíso","Quillota","Hijuelas","15075","3","Empresa","Palto","Hass","2006","Goteo","31556","31,56"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","7","Empresa","Palto","Hass","2011","Goteo","31560","31,56"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","18342","9","Empresa","Palto","Hass","2024","Goteo","18111","32,60"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","17674","16","Empresa","Palto","Hass","2004","Goteo","26784","32,81"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24005","5","Empresa","Palto","Hass","2023","Goteo","18400","33,12"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","18342","8","Empresa","Palto","Hass","2024","Goteo","18556","33,40"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1362","3","Empresa","Palto","Hass","2018","Goteo","37867","34,08"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","9","Empresa","Palto","Hass","2011","Goteo","34648","34,65"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24522","1","Empresa","Palto","Hass","2014","Goteo","38933","35,04"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","16947","1","Empresa","Palto","Hass","2003","Goteo","25210","35,29"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","1","Empresa","Palto","Hass","2010","Goteo","35592","35,59"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","23347","7","Empresa","Palto","Hass","2004","Goteo","29373","35,98"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","21147","3","Empresa","Palto","Hass","2012","Goteo","59072","36,92"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","9920","7","Empresa","Palto","Hass","2006","Goteo","41570","37,41"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","11","Empresa","Palto","Hass","2011","Goteo","37531","37,53"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","16947","5","Empresa","Palto","Hass","2003","Goteo","27369","38,32"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21246","9","Empresa","Palto","Hass","2019","Goteo","30851","38,56"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","451","1","Hombre","Palto","Hass","2011","Goteo","43165","38,85"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6","3","Empresa","Palto","Hass","1995","Goteo","10969","39,49"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24525","3","Empresa","Palto","Hass","2012","Goteo","45519","40,97"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","19","Empresa","Palto","Hass","2012","Goteo","41367","41,37"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","19130","7","Empresa","Palto","Hass","2011","Goteo","41400","41,40"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","23347","9","Empresa","Palto","Hass","2004","Goteo","35179","43,09"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","21","Empresa","Palto","Hass","2012","Goteo","43450","43,45"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21246","3","Empresa","Palto","Hass","2017","Goteo","46431","46,43"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","17674","20","Empresa","Palto","Hass","2007","Goteo","51698","46,53"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","24008","1","Hombre","Palto","Hass","2022","Goteo","31200","46,80"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12681","1","Empresa","Palto","Hass","2019","Goteo","52222","47,00"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21246","11","Empresa","Palto","Hass","2019","Goteo","47566","47,57"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","4711","2","Empresa","Palto","Hass","2019","Goteo","49230","49,23"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","13","Empresa","Palto","Hass","2012","Goteo","49502","49,50"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","24521","8","Empresa","Palto","Hass","2011","Goteo","55467","49,92"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","12021","7","Hombre","Palto","Hass","2017","Goteo","42717","51,26"
"2025","5","Región de Valparaíso","Quillota","Nogales","9764","9","Empresa","Palto","Hass","2021","Goteo","67138","53,71"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","21147","19","Empresa","Palto","Hass","2018","Goteo","69858","54,14"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","21248","17","Empresa","Palto","Hass","2012","Goteo","56203","56,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","16947","13","Empresa","Palto","Hass","2018","Goteo","90783","56,74"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","16947","3","Empresa","Palto","Hass","2002","Goteo","47461","56,95"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8620","14","Empresa","Palto","Hass","2018","Goteo","85600","64,20"
"2025","5","Región de Valparaíso","San Antonio","Santo Domingo","9668","13","Empresa","Palto","Hass","2004","Goteo","46140","69,21"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","19152","1","Empresa","Palto","Hass","2019","Goteo","151667","81,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","9075","5","Empresa","Duraznero Tipo Conservero","Carson","2013","Surco","888","1,88"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","162","1","Hombre","Duraznero Tipo Conservero","Carson","2008","Surco","1225","1,93"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","20279","1","Empresa","Duraznero Tipo Conservero","Carson","2015","Surco","1050","2,10"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","4464","3","Empresa","Duraznero Tipo Conservero","Carson","2012","Surco","1467","2,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","20632","1","Hombre","Duraznero Tipo Conservero","Carson","2003","Surco","1272","2,29"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","20279","1","Empresa","Duraznero Tipo Conservero","Carson","2019","Surco","1289","2,32"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7358","1","Hombre","Duraznero Tipo Conservero","Carson","2019","Surco","5267","2,37"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","14771","3","Empresa","Duraznero Tipo Conservero","Carson","2012","Surco","1225","2,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13608","2","Hombre","Duraznero Tipo Conservero","Carson","2008","Surco","2326","2,50"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","1216","3","Hombre","Duraznero Tipo Conservero","Carson","2013","Surco","1262","2,52"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","4666","1","Hombre","Duraznero Tipo Conservero","Carson","2012","Surco","1450","2,61"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","487","2","Hombre","Duraznero Tipo Conservero","Carson","2010","Surco","2700","2,70"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1269","1","Hombre","Duraznero Tipo Conservero","Carson","2002","Surco","1589","2,78"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","162","1","Hombre","Duraznero Tipo Conservero","Carson","2021","Surco","1765","2,78"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","1098","2","Hombre","Duraznero Tipo Conservero","Carson","2004","Surco","1124","2,81"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14875","6","Hombre","Duraznero Tipo Conservero","Carson","2019","Surco","1405","2,81"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","18072","4","Hombre","Duraznero Tipo Conservero","Carson","2020","Surco","1573","2,91"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","291","4","Hombre","Duraznero Tipo Conservero","Carson","2012","Surco","3000","3,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","18462","1","Hombre","Duraznero Tipo Conservero","Carson","2004","Surco","1783","3,12"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","159","2","Mujer","Duraznero Tipo Conservero","Carson","2024","Surco","2326","3,35"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","7613","1","Empresa","Duraznero Tipo Conservero","Carson","2014","Surco","3800","3,42"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7350","2","Hombre","Duraznero Tipo Conservero","Carson","2024","Surco","2177","3,81"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","8344","1","Empresa","Duraznero Tipo Conservero","Carson","2013","Surco","1708","4,27"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","20202","1","Hombre","Duraznero Tipo Conservero","Carson","2010","Surco","2740","5,48"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14875","2","Hombre","Duraznero Tipo Conservero","Carson","2020","Surco","3395","6,79"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","18430","2","Hombre","Duraznero Tipo Conservero","Everts","2016","Surco","1000","1,40"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","1216","3","Hombre","Duraznero Tipo Conservero","Everts","2014","Surco","880","1,76"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7347","1","Hombre","Duraznero Tipo Conservero","Everts","1998","Surco","1100","2,20"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7325","1","Empresa","Duraznero Tipo Conservero","Everts","2016","Surco","1824","2,28"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","1216","1","Hombre","Duraznero Tipo Conservero","Everts","2015","Surco","1410","2,82"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","14927","2","Hombre","Duraznero Tipo Conservero","Everts","2008","Surco","1880","3,76"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14875","1","Hombre","Duraznero Tipo Conservero","Everts","2021","Surco","2740","5,48"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1342","3","Mujer","Vid de Mesa","Muscat Seedless","2023","Surco","444","0,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","14371","5","Empresa","Vid de Mesa","Muscat Seedless","2018","Surco","2033","2,54"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","14371","4","Empresa","Vid de Mesa","Muscat Seedless","2010","Surco","2812","2,84"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1590","1","Hombre","Vid de Mesa","Muscat Seedless","2018","Surco","4875","3,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","21475","1","Hombre","Nogal","Serr","2009","Surco","11","0,04"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","1786","8","Hombre","Nogal","Serr","2017","Surco","14","0,05"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","6945","2","Empresa","Nogal","Serr","2011","Surco","64","0,09"
