"Anio","ID region","Region","Provincia","Comuna","Número explotación","Número bloque","Tipo productor","Especie","Variedad","Anio plantacion","Metodo de riego","Numero de arboles","Superficie (ha)"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","7383","3","Mujer","Vid de Mesa","Superior Seedless","2010","Surco","2476","1,30"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","764","2","Empresa","Vid de Mesa","Superior Seedless","2025","Surco","1426","1,46"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","12951","2","Empresa","Vid de Mesa","Superior Seedless","2005","Surco","1973","1,48"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","414","1","Empresa","Vid de Mesa","Superior Seedless","2006","Surco","1250","1,50"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","231","2","Mujer","Vid de Mesa","Superior Seedless","1998","Surco","1905","2,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13021","1","Empresa","Vid de Mesa","Superior Seedless","2000","Surco","2381","2,50"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","231","1","Mujer","Vid de Mesa","Superior Seedless","1998","Surco","3311","2,98"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","7613","6","Empresa","Vid de Mesa","Superior Seedless","1985","Surco","6082","7,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","784","3","Hombre","Duraznero Consumo Fresco","Flordaking","2012","Surco","533","0,32"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","769","3","Empresa","Duraznero Consumo Fresco","Desett Gold","2022","Surco","322","0,58"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","8873","4","Empresa","Duraznero Consumo Fresco","Desett Gold","2016","Surco","399","0,75"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","10","Hombre","Duraznero Consumo Fresco","Desett Gold","2000","Surco","1701","1,36"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","4074","8","Hombre","Mandarino","W.Murcott","2010","Surco","47","0,09"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7347","2","Hombre","Mandarino","W.Murcott","2017","Surco","83","0,10"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","6736","2","Hombre","Mandarino","W.Murcott","2020","Surco","3600","2,88"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","4074","6","Hombre","Duraznero Tipo Conservero","Fortuna","2002","Surco","302","0,58"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","9075","3","Empresa","Duraznero Tipo Conservero","Fortuna","1992","Surco","1025","1,64"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14875","5","Hombre","Duraznero Tipo Conservero","Pomona","2008","Surco","2955","5,91"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","17623","3","Hombre","Lima","Lima Bears o Sutil de Gaza","2004","Surco","48","0,09"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","413","4","Hombre","Lima","Lima Bears o Sutil de Gaza","2018","Surco","67","0,10"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Catemu","17623","6","Hombre","Lima","Lima Bears o Sutil de Gaza","2016","Surco","269","0,43"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23688","1","Mujer","Vid de Mesa","Perlon","2015","Surco","275","0,33"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23687","1","Hombre","Vid de Mesa","Perlon","2015","Surco","567","0,34"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23686","1","Hombre","Vid de Mesa","Perlon","2015","Surco","583","0,35"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1640","3","Empresa","Vid de Mesa","Perlon","2000","Surco","640","0,48"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1715","4","Hombre","Vid de Mesa","Perlon","2009","Surco","907","0,50"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","21280","1","Hombre","Vid de Mesa","Perlon","2021","Surco","1033","0,62"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","21265","3","Hombre","Vid de Mesa","Perlon","2016","Surco","834","0,73"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","323","5","Empresa","Vid de Mesa","Perlon","2013","Surco","924","0,97"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","593","4","Hombre","Vid de Mesa","Perlon","2016","Surco","1320","0,99"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","989","3","Empresa","Vid de Mesa","Perlon","2008","Surco","1333","1,00"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","306","1","Hombre","Vid de Mesa","Perlon","2013","Surco","1400","1,05"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4398","1","Hombre","Vid de Mesa","Perlon","2014","Surco","1413","1,06"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","989","4","Empresa","Vid de Mesa","Perlon","2015","Surco","1467","1,10"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","992","2","Hombre","Vid de Mesa","Perlon","2007","Surco","1743","1,22"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","848","3","Hombre","Vid de Mesa","Perlon","2017","Surco","2500","1,25"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","512","1","Hombre","Vid de Mesa","Perlon","2011","Surco","1733","1,30"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","14070","1","Hombre","Vid de Mesa","Perlon","2011","Surco","1857","1,30"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","992","1","Hombre","Vid de Mesa","Perlon","2009","Surco","2417","1,45"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4398","2","Hombre","Vid de Mesa","Perlon","2018","Surco","1973","1,48"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","12951","5","Empresa","Vid de Mesa","Perlon","2019","Surco","1986","1,49"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","21265","1","Hombre","Vid de Mesa","Perlon","2016","Surco","1783","1,56"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1646","1","Empresa","Vid de Mesa","Perlon","2015","Surco","2381","1,65"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","525","2","Empresa","Vid de Mesa","Perlon","2018","Surco","2507","1,73"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","20281","3","Hombre","Vid de Mesa","Perlon","2016","Surco","2333","1,75"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","24498","1","Hombre","Vid de Mesa","Perlon","2020","Surco","2067","1,86"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","7613","12","Empresa","Vid de Mesa","Perlon","2008","Surco","2657","1,86"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","20761","4","Empresa","Vid de Mesa","Perlon","2012","Surco","3333","2,00"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","306","1","Hombre","Vid de Mesa","Perlon","2010","Surco","2720","2,04"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","7613","9","Empresa","Vid de Mesa","Perlon","2017","Surco","3514","2,46"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","21023","1","Hombre","Vid de Mesa","Perlon","2015","Surco","3507","2,63"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","19105","1","Hombre","Vid de Mesa","Perlon","2015","Surco","3078","2,77"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","306","1","Hombre","Vid de Mesa","Perlon","2013","Surco","3787","2,84"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","20281","2","Hombre","Vid de Mesa","Perlon","2016","Surco","4160","3,12"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","825","1","Hombre","Vid de Mesa","Centennial","2009","Surco","1152","0,72"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1297","2","Empresa","Duraznero Tipo Conservero","Phillip's Cling","2012","Surco","273","0,38"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","12810","4","Hombre","Duraznero Tipo Conservero","Phillip's Cling","1992","Surco","404","1,01"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","3","Hombre","Vid de Mesa","Redglobe","2025","Surco","16","0,01"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","5","Hombre","Vid de Mesa","Redglobe","2022","Surco","31","0,02"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","6","Hombre","Vid de Mesa","Redglobe","2025","Surco","47","0,03"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","9","Hombre","Vid de Mesa","Redglobe","2025","Surco","47","0,03"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","3","Hombre","Vid de Mesa","Redglobe","2025","Surco","116","0,08"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","2","Hombre","Vid de Mesa","Redglobe","2022","Surco","155","0,10"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","18115","1","Hombre","Vid de Mesa","Redglobe","2008","Surco","126","0,11"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1263","5","Hombre","Vid de Mesa","Redglobe","2007","Surco","98","0,13"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","18115","3","Hombre","Vid de Mesa","Redglobe","2008","Surco","171","0,15"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","3","Hombre","Vid de Mesa","Redglobe","2025","Surco","217","0,15"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","8","Hombre","Vid de Mesa","Redglobe","2022","Surco","310","0,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1616","2","Hombre","Vid de Mesa","Redglobe","2024","Surco","393","0,22"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","4","Hombre","Vid de Mesa","Redglobe","2019","Surco","388","0,25"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","20120","1","Empresa","Vid de Mesa","Redglobe","2021","Surco","476","0,25"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","2","Hombre","Vid de Mesa","Redglobe","2022","Surco","406","0,28"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","512","3","Hombre","Vid de Mesa","Redglobe","2024","Surco","413","0,31"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","813","2","Hombre","Vid de Mesa","Redglobe","2024","Surco","486","0,34"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","2","Hombre","Vid de Mesa","Redglobe","2022","Surco","580","0,40"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","3","Hombre","Vid de Mesa","Redglobe","2000","Surco","889","0,40"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","18220","1","Hombre","Vid de Mesa","Redglobe","2014","Surco","717","0,43"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","14583","1","Empresa","Vid de Mesa","Redglobe","2003","Surco","1229","0,43"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","5","Hombre","Vid de Mesa","Redglobe","1995","Surco","2000","0,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","989","5","Empresa","Vid de Mesa","Redglobe","2006","Surco","653","0,49"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","4425","1","Empresa","Vid de Mesa","Redglobe","1985","Surco","955","0,53"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7343","7","Hombre","Vid de Mesa","Redglobe","2020","Surco","898","0,55"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","16833","1","Hombre","Vid de Mesa","Redglobe","2018","Surco","950","0,57"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","18107","1","Empresa","Vid de Mesa","Redglobe","2013","Surco","689","0,62"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","20532","2","Hombre","Vid de Mesa","Redglobe","2015","Surco","880","0,66"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","18235","1","Hombre","Vid de Mesa","Redglobe","2012","Surco","1100","0,66"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","306","3","Hombre","Vid de Mesa","Redglobe","2013","Surco","973","0,73"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","989","2","Empresa","Vid de Mesa","Redglobe","2014","Surco","1000","0,75"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1616","1","Hombre","Vid de Mesa","Redglobe","2022","Surco","1571","0,88"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","976","6","Hombre","Vid de Mesa","Redglobe","2006","Surco","989","0,89"
"2025","5","Región de Valparaíso","Petorca","Cabildo","9278","11","Empresa","Almendro","Carmel","2013","Goteo","770","1,85"
"2025","5","Región de Valparaíso","Quillota","Hijuelas","2295","8","Empresa","Almendro","Carmel","2006","Goteo","804","1,93"
"2025","5","Región de Valparaíso","Valparaíso","Casablanca","14030","2","Empresa","Almendro","Carmel","1995","Goteo","1072","1,93"
"2025","5","Región de Valparaíso","Petorca","Cabildo","4591","11","Empresa","Almendro","Carmel","2006","Goteo","563","1,97"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","2","Empresa","Almendro","Carmel","2017","Goteo","1343","2,35"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","11","Empresa","Almendro","Carmel","2017","Goteo","1354","2,37"
"2025","5","Región de Valparaíso","Petorca","Cabildo","15223","7","Hombre","Almendro","Carmel","2017","Goteo","1042","2,50"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","2142","2","Empresa","Almendro","Carmel","2012","Goteo","1054","2,53"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8642","10","Empresa","Almendro","Carmel","2012","Goteo","1444","2,60"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","18338","15","Empresa","Almendro","Carmel","2015","Goteo","1543","2,70"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","18338","6","Empresa","Almendro","Carmel","2015","Goteo","1566","2,74"
"2025","5","Región de Valparaíso","Quillota","Hijuelas","2295","6","Empresa","Almendro","Carmel","1987","Goteo","875","3,15"
"2025","5","Región de Valparaíso","Petorca","Cabildo","15223","4","Hombre","Almendro","Carmel","2016","Goteo","1354","3,25"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","2142","2","Empresa","Almendro","Carmel","2010","Goteo","1818","4,00"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","8642","12","Empresa","Almendro","Carmel","2012","Goteo","2222","4,00"
"2025","5","Región de Valparaíso","Petorca","Cabildo","4591","23","Empresa","Almendro","Carmel","2005","Goteo","1171","4,10"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Llaillay","2142","3","Empresa","Almendro","Carmel","2016","Goteo","2042","4,90"
"2025","5","Región de Valparaíso","Quillota","Nogales","17366","2","Hombre","Almendro","Carmel","2002","Goteo","1743","5,08"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12682","10","Empresa","Almendro","Carmel","2014","Goteo","2541","6,10"
"2025","5","Región de Valparaíso","Petorca","Cabildo","4591","2","Empresa","Almendro","Carmel","2014","Goteo","3125","7,50"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12682","2","Empresa","Almendro","Carmel","2007","Goteo","3667","11,92"
"2025","5","Región de Valparaíso","Marga Marga","Limache","16510","7","Empresa","Olivo","Nocellara","1995","Goteo","21","0,05"
"2025","5","Región de Valparaíso","Marga Marga","Limache","16510","3","Empresa","Olivo","Nocellara","1995","Goteo","92","0,22"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","156","4","Empresa","Nectarino","Andes Nec Cuatro","2016","Goteo","1210","1,21"
"2025","5","Región de Valparaíso","Quillota","Nogales","13922","17","Empresa","Cerezo","RED PACIFIC O PACIFIC RED","2022","Goteo","1113","0,89"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","16472","5","Empresa","Cerezo","RED PACIFIC O PACIFIC RED","2020","Goteo","5700","5,70"
"2025","5","Región de Valparaíso","Marga Marga","Limache","4874","3","Hombre","Almendro","Price","2010","Goteo","28","0,10"
"2025","5","Región de Valparaíso","Marga Marga","Limache","6697","3","Hombre","Almendro","Price","2012","Goteo","36","0,13"
"2025","5","Región de Valparaíso","Valparaíso","Casablanca","24762","4","Empresa","Almendro","Price","2000","Goteo","140","0,28"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21183","17","Empresa","Almendro","Price","2015","Goteo","229","0,40"
"2025","5","Región de Valparaíso","Petorca","Cabildo","9278","6","Empresa","Almendro","Price","2011","Goteo","208","0,50"
"2025","5","Región de Valparaíso","Petorca","Cabildo","9278","19","Empresa","Almendro","Price","2011","Goteo","208","0,50"
"2025","5","Región de Valparaíso","Petorca","Cabildo","9278","15","Empresa","Almendro","Price","2017","Goteo","208","0,50"
"2025","5","Región de Valparaíso","Valparaíso","Casablanca","14010","7","Empresa","Almendro","Price","2005","Goteo","244","0,55"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","15","Empresa","Almendro","Price","2017","Goteo","383","0,67"
"2025","5","Región de Valparaíso","Petorca","Cabildo","12682","6","Empresa","Almendro","Price","2007","Goteo","215","0,70"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","21","Empresa","Almendro","Price","2014","Goteo","400","0,70"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","18","Empresa","Almendro","Price","2018","Goteo","400","0,70"
"2025","5","Región de Valparaíso","Valparaíso","Casablanca","14010","3","Empresa","Almendro","Price","2005","Goteo","320","0,72"
"2025","5","Región de Valparaíso","Marga Marga","Limache","12092","15","Empresa","Almendro","Price","1999","Goteo","267","0,80"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","18338","10","Empresa","Almendro","Price","2015","Goteo","508","0,89"
"2025","5","Región de Valparaíso","Marga Marga","Limache","12092","6","Empresa","Almendro","Price","2002","Goteo","300","0,90"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21183","14","Empresa","Almendro","Price","2016","Goteo","571","1,00"
"2025","5","Región de Valparaíso","Marga Marga","Limache","12092","12","Empresa","Almendro","Price","1998","Goteo","340","1,02"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","9","Empresa","Almendro","Price","2016","Goteo","720","1,26"
"2025","5","Región de Valparaíso","San Antonio","San Antonio","21184","6","Empresa","Almendro","Price","2015","Goteo","794","1,39"
"2025","5","Región de Valparaíso","Petorca","Cabildo","9278","3","Empresa","Almendro","Price","2010","Goteo","667","1,60"
"2025","5","Región de Valparaíso","Petorca","Cabildo","4591","3","Empresa","Almendro","Price","2006","Goteo","540","1,62"
"2025","5","Región de Valparaíso","Quillota","Hijuelas","2295","9","Empresa","Almendro","Price","2006","Goteo","804","1,93"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","785","1","Hombre","Vid de Mesa","Redglobe","2013","Surco","1483","0,89"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13018","1","Hombre","Vid de Mesa","Redglobe","2014","Surco","1070","0,90"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","4","Hombre","Vid de Mesa","Redglobe","1995","Surco","2000","0,90"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7343","6","Hombre","Vid de Mesa","Redglobe","2010","Surco","1580","0,94"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","593","3","Hombre","Vid de Mesa","Redglobe","2008","Surco","1280","0,96"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","15704","3","Hombre","Vid de Mesa","Redglobe","2021","Surco","1361","1,00"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14880","1","Hombre","Vid de Mesa","Redglobe","2014","Surco","1413","1,06"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","788","1","Mujer","Vid de Mesa","Redglobe","2006","Surco","1480","1,11"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","976","4","Hombre","Vid de Mesa","Redglobe","2006","Surco","1244","1,12"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","645","1","Mujer","Vid de Mesa","Redglobe","1998","Surco","1829","1,12"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","12848","1","Hombre","Vid de Mesa","Redglobe","2020","Surco","1900","1,14"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","525","1","Empresa","Vid de Mesa","Redglobe","2015","Surco","1322","1,19"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","8","Hombre","Vid de Mesa","Redglobe","2006","Surco","2000","1,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","976","3","Hombre","Vid de Mesa","Redglobe","2010","Surco","1378","1,24"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1715","5","Hombre","Vid de Mesa","Redglobe","2009","Surco","2250","1,24"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","20120","2","Empresa","Vid de Mesa","Redglobe","2021","Surco","2362","1,24"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","14373","1","Empresa","Vid de Mesa","Redglobe","2000","Surco","1411","1,27"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","4425","2","Empresa","Vid de Mesa","Redglobe","2000","Surco","1778","1,28"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","7392","2","Hombre","Vid de Mesa","Redglobe","2024","Surco","2150","1,29"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1263","1","Hombre","Vid de Mesa","Redglobe","2012","Surco","1061","1,30"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","14175","1","Empresa","Vid de Mesa","Redglobe","2008","Surco","2200","1,32"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1646","3","Empresa","Vid de Mesa","Redglobe","2023","Surco","2092","1,45"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Panquehue","12951","4","Empresa","Vid de Mesa","Redglobe","2007","Surco","1947","1,46"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","20281","1","Hombre","Vid de Mesa","Redglobe","2008","Surco","1947","1,46"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","810","1","Mujer","Vid de Mesa","Redglobe","2011","Surco","1973","1,48"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","1","Hombre","Vid de Mesa","Redglobe","2019","Surco","2310","1,49"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","18437","1","Hombre","Vid de Mesa","Redglobe","2011","Surco","2500","1,50"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","7397","1","Empresa","Vid de Mesa","Redglobe","2024","Surco","1783","1,56"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","1","Hombre","Vid de Mesa","Redglobe","2018","Surco","2304","1,59"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","7350","3","Hombre","Vid de Mesa","Redglobe","1997","Surco","1844","1,66"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","20761","1","Empresa","Vid de Mesa","Redglobe","2012","Surco","2833","1,70"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","20761","2","Empresa","Vid de Mesa","Redglobe","2012","Surco","2833","1,70"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","1179","3","Empresa","Vid de Mesa","Redglobe","1998","Surco","1667","1,75"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","4425","3","Empresa","Vid de Mesa","Redglobe","1985","Surco","4861","1,75"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","7392","2","Hombre","Vid de Mesa","Redglobe","2024","Surco","1967","1,77"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","848","1","Hombre","Vid de Mesa","Redglobe","2004","Surco","3600","1,80"
"2025","5","Región de Valparaíso","Los Andes","Rinconada","20281","4","Hombre","Vid de Mesa","Redglobe","2024","Surco","2467","1,85"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","21475","4","Hombre","Vid de Mesa","Redglobe","2020","Surco","3083","1,85"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","6707","1","Hombre","Vid de Mesa","Redglobe","2012","Surco","2480","1,86"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","7","Hombre","Vid de Mesa","Redglobe","2019","Surco","2946","1,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","15810","1","Hombre","Vid de Mesa","Redglobe","2011","Surco","3519","1,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","7037","1","Hombre","Vid de Mesa","Redglobe","2008","Surco","3184","1,95"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","23640","1","Hombre","Vid de Mesa","Redglobe","2018","Surco","2971","2,05"
"2025","5","Región de Valparaíso","Los Andes","Los Andes","20761","3","Empresa","Vid de Mesa","Redglobe","2012","Surco","3417","2,05"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1646","1","Empresa","Vid de Mesa","Redglobe","2023","Surco","2839","2,20"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","159","3","Mujer","Vid de Mesa","Redglobe","2015","Surco","3819","2,20"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","957","1","Mujer","Vid de Mesa","Redglobe","2024","Surco","2456","2,21"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","4366","7","Hombre","Vid de Mesa","Redglobe","2005","Surco","5156","2,32"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","648","1","Hombre","Vid de Mesa","Redglobe","2016","Surco","2778","2,50"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","6851","3","Hombre","Vid de Mesa","Redglobe","2005","Surco","2944","2,65"
"2025","5","Región de Valparaíso","Los Andes","Calle Larga","8314","1","Empresa","Vid de Mesa","Redglobe","2008","Surco","3111","2,80"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1646","2","Empresa","Vid de Mesa","Redglobe","2011","Surco","4343","2,90"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Santa María","630","1","Hombre","Vid de Mesa","Redglobe","2013","Surco","6133","4,60"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","358","1","Empresa","Duraznero Tipo Conservero","Dixon 1","2005","Surco","166","0,30"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","Putaendo","4193","6","Empresa","Duraznero Tipo Conservero","Dixon 1","2007","Surco","291","0,55"
"2025","5","Región de Valparaíso","Los Andes","San Esteban","564","2","Hombre","Duraznero Tipo Conservero","Dixon 1","1990","Surco","519","0,83"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","13608","2","Hombre","Duraznero Tipo Conservero","Andross","2019","Surco","47","0,05"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","1587","1","Empresa","Duraznero Tipo Conservero","Andross","1987","Surco","45","0,09"
"2025","5","Región de Valparaíso","San Felipe de Aconcagua","San Felipe","18063","8","Hombre","Duraznero Tipo Conservero","Andross","2014","Surco","44","0,10"
