ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2026;33030;ARQUITECTURA;UNIVERSIDAD DE MAGALLANES;ARTE Y ARQUITECTURA;35;35;1;774.5;95.82;464.5;531.3;589.75;653.84;654.5;726.25;776;839.5
2026;33031;PEDAGOGIA EN MATEMATICA, PARA ENSEÑANZA MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;4;0;613.5;109.77;613.5;639;677.25;739.62;737;799.38;842.35;871
2026;33032;PEDAGOGIA EN EDUCACION PARVULARIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;15;1;571.5;69.42;493.5;550.6;572;615.07;617;650.75;681.4;780.5
2026;33033;PEDAGOGIA EN EDUCACIÓN BASICA MENCIÓN LENGUAJE Y MATEMÁTICA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;9;0;647;77.76;478;526;549.5;589.33;582;626;667.4;749
2026;33035;TRABAJO SOCIAL;UNIVERSIDAD DE MAGALLANES;CIENCIAS SOCIALES;20;20;1;747.5;75.82;466;483.05;525.5;574.98;557;617;650.35;747.5
2026;33036;BIOLOGIA MARINA;UNIVERSIDAD DE MAGALLANES;CIENCIAS BÁSICAS;25;25;1;588;95.45;446;530.9;565.5;638.96;645.5;700;766.1;832.5
2026;33053;MEDICINA;UNIVERSIDAD DE MAGALLANES;SALUD;50;50;1;800.5;39.42;799;830.35;854.5;880.11;879.5;909.62;921.95;969
2026;33060;ENFERMERIA;UNIVERSIDAD DE MAGALLANES;SALUD;60;60;1;608.5;82.75;536;601.9;637.88;692.28;679;739;805.05;902.5
2026;33061;INGENIERIA, PLAN COMUN;UNIVERSIDAD DE MAGALLANES;TECNOLOGÍA;70;70;1;534.5;94.29;459.5;532.65;553.62;627.29;603.25;697.75;762;844
2026;33066;AGRONOMIA;UNIVERSIDAD DE MAGALLANES;AGROPECUARIA;20;20;1;560;98.87;472;491.8;532;590.7;571.75;608.38;741.7;859
2026;33070;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD DE MAGALLANES;TECNOLOGÍA;20;20;1;485.5;114.14;468;510.25;529.62;622.48;584;733.12;768.85;837
2026;33072;NUTRICION Y DIETETICA;UNIVERSIDAD DE MAGALLANES;SALUD;35;35;1;543.5;79.62;507.5;522.3;555.5;622.99;632.5;680.5;720.4;781.5
2026;33078;PSICOLOGIA;UNIVERSIDAD DE MAGALLANES;CIENCIAS SOCIALES;35;35;1;568;85.95;512;571.8;611.25;667.13;644.5;728.75;792.8;823.5
2026;33079;PEDAGOGIA EN EDUCACION FISICA, PARA ENSEÑANZA BASICA Y MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;13;0;624.5;75.84;349.5;555.6;567;579.31;592;621.5;635.7;661.5
2026;33080;FONOAUDIOLOGIA;UNIVERSIDAD DE MAGALLANES;SALUD;25;25;1;593;84.44;468.5;487;504;581.28;557.5;656.5;708.1;740.5
2026;33081;PEDAGOGIA EN INGLES, PARA ENSEÑANZA BASICA Y MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;14;0;609.5;71.37;549;569.95;621.5;657.36;642.75;685;760.95;788.5
2026;33082;PEDAGOGIA EN CASTELLANO Y COMUNICACION, PARA ENSEÑANZA MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;7;0;650;65.93;553;557.8;566.75;617.57;592;656.75;690.5;731
2026;33083;PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, PARA ENSEÑANZA MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;8;0;652.5;61.94;563;568.6;617.12;648.06;648;679.38;717.1;746.5
2026;33412;PEDAGOGIA EN EDUCACION DIFERENCIAL;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;9;0;603;88.28;513;547.4;586.5;631.28;603;687;731.3;800.5
2026;33418;PEDAGOGÍA EN MÚSICA PARA EDUCACIÓN INICIAL, BÁSICA Y MEDIA;UNIVERSIDAD DE MAGALLANES;EDUCACIÓN;15;15;1;632.5;80.55;551;563.5;610.75;654.33;654;681.75;711.3;879
2026;34003;AGRONOMIA;UNIVERSIDAD DE TALCA;AGROPECUARIA;95;115;1;605;84.49;447.5;551.2;608.25;668.26;668.5;721.75;777.8;891.5
2026;34006;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE TALCA;TECNOLOGÍA;115;125;1;524;92.82;493;596.2;655;715.81;716;774;839.5;904
2026;34007;INGENIERIA CIVIL EN COMPUTACION;UNIVERSIDAD DE TALCA;TECNOLOGÍA;65;70;1;696;83.69;600.5;645.85;680.25;745.68;736.75;787.25;870.3;939
2026;34011;CONTADOR PÚBLICO Y AUDITOR;UNIVERSIDAD DE TALCA;ADMINISTRACIÓN Y COMERCIO;55;65;1;722.5;80.49;539.5;575.4;626;677.95;672;722.5;780.4;890.5
2026;34018;INGENIERIA COMERCIAL;UNIVERSIDAD DE TALCA;ADMINISTRACIÓN Y COMERCIO;195;210;1;766.5;85.12;489;570.15;607.38;677.6;675.75;738.25;776.65;909.5
2026;34019;INGENIERÍA INFORMÁTICA EMPRESARIAL;UNIVERSIDAD DE TALCA;TECNOLOGÍA;55;60;1;596;83.76;496.5;563.8;607.5;660.13;638;718.25;773.25;935.5
2026;34020;MEDICINA;UNIVERSIDAD DE TALCA;SALUD;75;82;1;878;28.26;805.5;847.1;871.5;888.29;888.5;910.75;920.45;956
2026;34021;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE TALCA;SALUD;55;72;1;628;74.77;547.5;594.15;640.25;692.54;693.5;735.88;789.5;891.5
2026;34022;TECNOLOGIA MEDICA;UNIVERSIDAD DE TALCA;SALUD;85;97;1;675;72.17;563;635.3;675;721.34;714.5;762;821.5;912
2026;34023;ODONTOLOGÍA;UNIVERSIDAD DE TALCA;SALUD;75;84;1;778;50.98;672.5;739.15;774.12;811.51;822.75;851.62;873.7;893
2026;34024;KINESIOLOGÍA;UNIVERSIDAD DE TALCA;SALUD;65;72;1;560;76.93;493;586.85;642.12;685.85;681.5;726.5;768.75;884
2026;34025;FONOAUDIOLOGÍA;UNIVERSIDAD DE TALCA;SALUD;55;62;1;600;64.21;473.5;513.85;543.5;588.81;582.5;628.75;682.15;753
2026;34026;ENFERMERIA;UNIVERSIDAD DE TALCA;SALUD;70;87;1;706;75.4;515;605.1;643.5;698.2;692;741;793.8;911
2026;34027;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD DE TALCA;SALUD;65;82;1;501;71.88;501;527.4;564.75;614.38;600.5;663.5;710.95;798
2026;34028;PEDAGOGÍA EN EDUCACIÓN PARVULARIA MENCIÓN EN INGLÉS;UNIVERSIDAD DE TALCA;EDUCACIÓN;25;27;1;600.5;40.53;508;554.2;561.25;591.54;582;615.75;642;680
2026;34029;PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA MENCIÓN INGLÉS;UNIVERSIDAD DE TALCA;EDUCACIÓN;25;19;0;601;72.55;478.5;508.5;566;602.24;598.5;627.25;692.3;754
2026;34030;INGENIERÍA CIVIL EN BIOINFORMÁTICA;UNIVERSIDAD DE TALCA;TECNOLOGÍA;45;52;1;608.5;108.1;507.5;541.55;577;663.86;647;717.25;823.3;930
2026;34037;INGENIERÍA CIVIL EN OBRAS CIVILES;UNIVERSIDAD DE TALCA;TECNOLOGÍA;65;77;1;600.5;91.25;504;544;588;650.56;641;696;801.5;878.5
2026;34038;INGENIERÍA CIVIL MECATRÓNICA;UNIVERSIDAD DE TALCA;TECNOLOGÍA;65;72;1;550.5;102.75;487.5;549;600.88;671.8;648.5;731.75;828.45;948
2026;34039;INGENIERÍA CIVIL MECÁNICA;UNIVERSIDAD DE TALCA;TECNOLOGÍA;45;57;1;674.5;83.8;569.5;615.7;685.5;741.46;758;795;839.8;880
2026;34041;PSICOLOGÍA;UNIVERSIDAD DE TALCA;CIENCIAS SOCIALES;135;145;1;621;73.97;497.5;614.7;656.5;703.77;710;748;800.2;894.5
2026;34042;PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN ALEMÁN;UNIVERSIDAD DE TALCA;EDUCACIÓN;5;3;0;543;34.15;543;548.7;557.25;575.17;571.5;591.25;603.1;611
2026;34048;PEDAGOGÍA EN EDUCACIÓN MEDIA EN INGLÉS;UNIVERSIDAD DE TALCA;EDUCACIÓN;35;19;0;629.5;76.18;514;549.1;569.25;627.18;610.5;676.75;756;758.5
2026;34049;PEDAGOGÍA EN EDUCACIÓN MEDIA EN ALEMÁN;UNIVERSIDAD DE TALCA;EDUCACIÓN;10;3;0;547.5;135.26;547.5;594;663.75;703.67;780;781.75;782.8;783.5
2026;34051;DERECHO;UNIVERSIDAD DE TALCA;DERECHO;140;150;1;721;77.58;548;610.5;665.75;720.52;716.5;774.62;823.55;969
2026;34055;AUDITORIA E INGENIERÍA EN CONTROL DE GESTIÓN;UNIVERSIDAD DE TALCA;ADMINISTRACIÓN Y COMERCIO;90;95;1;643.5;85.2;494.5;592.5;621;680.24;667.5;732;800.3;937.5
2026;34060;ARQUITECTURA;UNIVERSIDAD DE TALCA;ARTE Y ARQUITECTURA;65;65;1;659.5;73.87;573;627.3;659;715.55;714;769.5;796.7;900.5
2026;34062;DISEÑO;UNIVERSIDAD DE TALCA;ARTE Y ARQUITECTURA;45;45;1;572;87.6;536.5;564.8;608.5;667.53;647.5;723;801.8;846.5
2026;34068;INGENIERIA CIVIL DE MINAS;UNIVERSIDAD DE TALCA;TECNOLOGÍA;75;89;1;685.5;82.11;531.5;593.7;648.5;702.71;700;760;809;889
2026;34069;PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA CON MENCIÓN EN ALEMÁN;UNIVERSIDAD DE TALCA;EDUCACIÓN;10;4;0;577;94.67;577;588.1;604.75;663.88;642.5;701.62;756.75;793.5
2026;34078;INGENIERÍA CIVIL ELÉCTRICA;UNIVERSIDAD DE TALCA;TECNOLOGÍA;60;62;1;578;81.52;513.5;660.15;706.5;752.21;749;809;858.5;920.5
2026;34084;PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA;UNIVERSIDAD DE TALCA;EDUCACIÓN;20;12;0;628.5;104.96;548;559.1;616.62;678.25;644.5;756.25;806.8;873
2026;34085;PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA;UNIVERSIDAD DE TALCA;EDUCACIÓN;20;6;0;556;49.64;547.5;551.75;558.12;594.08;582.75;612.25;647.75;679.5
2026;34086;BIOQUÍMICA;UNIVERSIDAD DE TALCA;CIENCIAS BÁSICAS;50;62;1;518.5;72.05;518.5;615.35;648.88;708.56;711.75;758.88;817.15;834.5
2026;34087;LICENCIATURA EN INTERPRETACIÓN Y FORMACIÓN MUSICAL ESPECIALIZADA;UNIVERSIDAD DE TALCA;ARTE Y ARQUITECTURA;15;15;1;533;112.44;533;642;691;762.17;761.5;825.25;904.9;955
2026;34088;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE TALCA;CIENCIAS SOCIALES;55;64;1;566.5;69.85;506;587.9;614.38;670.65;664.75;717.25;745.8;922
2026;34101;TERAPIA OCUPACIONAL;UNIVERSIDAD DE TALCA;SALUD;55;67;1;617.5;86.94;504;553.2;602.5;657.87;647;701.75;746.6;915.5
2026;34102;INGENIERÍA CIVIL PLAN COMÚN;UNIVERSIDAD DE TALCA;TECNOLOGÍA;40;44;1;603.5;92.67;571.5;606.65;651;722.38;703.25;795.88;831.65;939
2026;34103;INGENIERÍA CIVIL PLAN COMÚN;UNIVERSIDAD DE TALCA;TECNOLOGÍA;20;22;1;685;92.14;570.5;603.85;643;713.5;690;793.62;841.95;869.5
2026;34104;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE TALCA;TECNOLOGÍA;40;45;1;811;60.05;715.5;743.4;781.5;820.67;811;860.5;900.2;955.5
2026;34105;QUÍMICA Y FARMACIA;UNIVERSIDAD DE TALCA;SALUD;40;50;1;857.5;61.03;674.5;727.8;767.75;806.69;811;852.88;877.65;956.5
2026;34106;INGENIERÍA CIVIL EN SISTEMAS INTELIGENTES Y VIDEOJUEGOS;UNIVERSIDAD DE TALCA;TECNOLOGÍA;50;50;1;738.5;107.95;497;545.35;601.88;681.74;659;764.38;826.15;908
2026;35001;KINESIOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;70;80;1;699.5;75.64;539.5;587.55;635.88;684.71;683.5;723;791.6;878.5
2026;35002;ENFERMERÍA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;70;80;1;701.5;66.58;549.5;639.5;677.38;721.32;727.25;774;806.3;878.5
2026;35004;PSICOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;75;85;1;566;72.45;522.5;591.7;632;680.2;672;732;766;879
2026;35005;MEDICINA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;70;75;1;877.5;29.09;824;870.4;885.5;906.99;909;934.5;945.1;958
2026;35006;ENFERMERÍA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;70;80;1;614;85.2;503;529.2;577.5;636.97;619.5;696.75;752.15;869.5
2026;35007;NUTRICION Y DIETETICA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;70;80;1;690.5;76.13;494;514.55;541.12;597.97;579;635.38;686.9;856.5
2026;35011;PEDAGOGIA EN EDUCACION  FISICA;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;70;70;1;707;69.52;492.5;545.9;588.5;632.83;637.75;679.5;717.25;810.5
2026;35013;PEDAGOGIA EN RELIGION Y FILOSOFIA;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;10;10;1;546.5;76.39;546.5;547.4;599.75;644.4;637.25;690.25;701.15;797
2026;35016;PEDAGOGIA EN CIENCIAS. M/ BIOLOGIA, QUIMICA O FISICA;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;30;30;1;566.5;78.71;549.5;561.25;585.88;635.02;612.5;676.12;707.2;900.5
2026;35017;PEDAGOGIA EN MATEMATICA Y COMPUTACION;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;45;20;0;568.5;90.28;546;567.9;612.38;671.9;656.25;727.5;777.45;888.5
2026;35018;"PED.EDUCACIÓN GENERAL BÁSICA:M/LENGUAJE;MATEM. CS.NAT. Y CS.SOC.";UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;45;45;1;591;73.64;516;560.3;578;630.37;607;667;714;865
2026;35019;PEDAGOGIA EN INGLES;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;85;95;1;634;63.11;546.5;566.9;594.25;645.74;639.5;691.75;728.1;832.5
2026;35020;PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON MENCIÓN;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;50;50;1;545.5;70.54;487.5;538.5;553.12;597.85;580;620.88;691.1;816
2026;35023;PEDAGOGIA EN LENGUA CASTELLANA Y COMUNICACION;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;45;45;1;663;76.17;528.5;585.6;625;667.4;648.5;710;789.4;844.5
2026;35029;AGRONOMIA;UNIVERSIDAD CATOLICA DEL MAULE;AGROPECUARIA;75;85;1;646;77.86;421;531.9;567;612.18;607;638.5;697.5;920
2026;35033;INGENIERIA EN BIOTECNOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;55;55;1;693.5;92.11;534.5;633.3;686;740.04;735;815.25;859.7;899
2026;35040;INGENIERIA CIVIL INFORMATICA;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;105;125;1;575;86.38;561;643.9;685;747.14;738;816.5;861.5;958
2026;35041;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;60;60;1;621.5;75.82;493.5;545.9;583;642.78;635;706.25;751.8;786.5
2026;35052;TRABAJO SOCIAL;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;45;45;1;739;73.71;453;502.2;529.5;575.4;553;588.5;697.4;783.5
2026;35055;SOCIOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;25;25;1;610.5;79.55;507.5;541.8;593;643.8;660.5;701.5;737.2;773.5
2026;35056;INGENIERIA COMERCIAL;UNIVERSIDAD CATOLICA DEL MAULE;ADMINISTRACIÓN Y COMERCIO;115;125;1;567;76.12;486;533.4;567;631.06;621;685;738.2;844
2026;35057;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;125;140;1;634.5;82.88;525;639.3;689.75;738.11;732.5;785.62;847.05;948
2026;35058;INGENIERIA CIVIL;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;75;75;1;667.5;91.07;460.5;562.8;613.5;682.32;686.5;742;778.1;891.5
2026;35059;INGENIERIA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;30;30;1;571.5;82.12;513.5;551.9;588;644.63;630.25;680.62;777.35;816.5
2026;35060;CONSTRUCCIÓN CIVIL (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;25;25;1;685;97.25;490.5;501.5;560;632.36;636;671;743.9;854
2026;35061;"PED.EDUCACIÓN GENERAL BÁSICA:M/LENGUAJE;MATEM. CS.NAT. Y CS.SOC.";UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;50;50;1;620.5;66.9;526.5;559.75;581.88;626.75;618;658.38;694.05;847
2026;35062;DERECHO;UNIVERSIDAD CATOLICA DEL MAULE;DERECHO;100;115;1;521.5;66.69;521.5;585.1;629.5;671.47;667;716.25;755.7;860.5
2026;35064;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;40;50;1;519;59.38;492.5;525.95;552.88;597.27;596;633.5;672.25;789.5
2026;35065;INGENIERÍA CIVIL ELECTRÓNICA;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;45;45;1;737;82.66;528;589;645;703.76;706.5;770.5;807.6;847
2026;35066;TRABAJO SOCIAL;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;75;75;1;517.5;64.12;485.5;499.1;529.25;571.45;551;602.75;677.3;739
2026;35068;TECNOLOGÍA MÉDICA CON MENCIÓN EN IMAGENOLOGIA U OFTALMOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;65;75;1;650.5;75.6;582;651.7;696.25;749.48;746;806.25;844;886.5
2026;35069;INGENIERÍA EN ESTADÍSTICA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS BÁSICAS;30;30;1;648;82.29;567;591.15;635.12;689.52;680.5;737.62;791.85;873
2026;35071;QUÍMICA Y FARMACIA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;75;85;1;767.5;50.27;697;756.9;778;813.72;809;848.5;885;932
2026;35072;ARQUITECTURA;UNIVERSIDAD CATOLICA DEL MAULE;ARTE Y ARQUITECTURA;65;80;1;607.5;72.15;525;571.5;596;657.71;648.25;713.88;762.1;808.5
2026;35073;INGENIERÍA EN RECURSOS NATURALES;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;15;10;0;537.5;57.67;537.5;552.35;564.62;610.8;605;641.88;659.35;730
2026;35074;CONTADOR PÚBLICO Y AUDITOR;UNIVERSIDAD CATOLICA DEL MAULE;ADMINISTRACIÓN Y COMERCIO;50;50;1;532;85.16;463.5;529.8;568.12;631.45;631.75;694;746.95;795
2026;35075;CONTADOR PÚBLICO Y AUDITOR;UNIVERSIDAD CATOLICA DEL MAULE;ADMINISTRACIÓN Y COMERCIO;50;55;1;552.5;97.07;484.5;540;590.25;652.22;637.5;715.75;784.2;870
2026;35076;PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;50;50;1;588;72.2;476;545.15;572;618.15;608.5;657.5;684.15;865
2026;35077;PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;50;45;0;549.5;64.16;462;546.5;554.5;603.96;595;639.5;694;746
2026;35078;GEOLOGÍA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS BÁSICAS;70;80;1;612;92.69;486.5;552.75;589;652.98;635;697.88;781.55;894.5
2026;35079;BIOINGENIERÍA MÉDICA;UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;50;60;1;723;83.33;517.5;621.45;669.62;725.7;727.75;770.5;842.2;909
2026;35080;TERAPIA OCUPACIONAL;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;55;55;1;597;73.92;483.5;521.5;564.5;620.23;618.5;671.75;716.9;781.5
2026;35081;MEDICINA VETERINARIA;UNIVERSIDAD CATOLICA DEL MAULE;AGROPECUARIA;50;55;1;672.5;75.68;508;569.3;618.25;667.53;670.5;726;754;860.5
2026;35082;BACHILLERATO EN CIENCIAS BIOMÉDICAS;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;40;50;1;858.5;69.44;645.5;705.45;746.62;791.98;787.75;842.75;880.1;951.5
2026;35083;INGENIERIA EJECUCIÓN EN GEOMENSURA (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS BÁSICAS;15;12;0;539.5;100.14;503;506.85;529.5;598.58;549.75;686.38;745.1;780.5
2026;35084;INGENIERIA EN AUTOMATIZACIÓN Y CONTROL (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;20;20;1;776;81.06;517;593.6;613.38;674.02;672.75;722.5;777.4;833.5
2026;35085;INGENIERÍA MATEMÁTICA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS BÁSICAS;25;22;0;533.5;112;533.5;591.5;672.75;755.64;768.25;842.25;899.45;939
2026;35086;PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON MENCIÓN;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;35;19;0;593;80.84;501;546.2;561.5;622.5;601;664.5;740.6;808
2026;35087;PSICOLOGIA;UNIVERSIDAD CATOLICA DEL MAULE;CIENCIAS SOCIALES;45;50;1;561.5;81.42;535;573.65;636;682.74;679.75;726.75;801.35;888.5
2026;35088;PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES;UNIVERSIDAD CATOLICA DEL MAULE;EDUCACIÓN;40;40;1;543;66.87;542.5;572.05;598.5;642.84;634.25;675.12;750.25;818.5
2026;35089;INGENIERIA EN EJECUCIÓN INDUSTRIAL (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;TECNOLOGÍA;15;15;1;615;74.03;490.5;515.2;558.75;604.07;607;627.75;703.2;753
2026;35090;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD CATOLICA DEL MAULE;SALUD;35;40;1;629;75.56;520.5;566.3;603;653.65;641.5;708.12;740.05;889
2026;35091;INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS (VESPERTINA);UNIVERSIDAD CATOLICA DEL MAULE;ADMINISTRACIÓN Y COMERCIO;25;25;1;578.5;80;470.5;535.7;578.5;625.66;618.5;674.5;739.3;775.5
2026;36001;DERECHO;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;DERECHO;125;155;1;659.5;61.99;520.5;625.6;654.25;700.55;700.5;737.75;784.4;860.5
2026;36002;BIOLOGÍA MARINA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;CIENCIAS BÁSICAS;40;70;1;573;79.77;475.5;532.7;575;632.44;629.75;685;732.3;878.5
2026;36009;EDUCACIÓN DE PÁRVULOS;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;EDUCACIÓN;60;82;1;554.5;58.3;464.5;546.5;561.25;597.23;589;632.5;661.9;810
2026;36010;PEDAGOGIA EN EDUCACIÓN BÁSICA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;EDUCACIÓN;50;55;1;582;61.59;435.5;551.1;561;606.71;589;655.75;689.7;746
2026;36011;PERIODISMO;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;CIENCIAS SOCIALES;65;93;1;482.5;68.57;459.5;488.7;520.5;571.83;561.5;608;671.8;793.5
2026;36012;INGENIERÍA COMERCIAL;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;ADMINISTRACIÓN Y COMERCIO;140;170;1;568;74.06;474.5;538.7;577.62;629.31;630.5;680.5;729.1;832.5
2026;36016;CONTADOR AUDITOR;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;ADMINISTRACIÓN Y COMERCIO;70;95;1;625;74.9;464.5;523.7;563.5;612.15;599;652.75;715.9;825
2026;36020;MEDICINA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;SALUD;80;90;1;878.5;25.53;857.5;883.35;897.5;918.1;920.5;937;948;992.5
2026;36021;ENFERMERÍA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;SALUD;85;116;1;603;68.8;511.5;583;621;665.71;663.75;702.38;739.75;876
2026;36029;INGENIERÍA CIVIL;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;TECNOLOGÍA;90;105;1;747.5;71.24;520.5;576.6;619.5;668.8;662;718.5;766.8;826
2026;36030;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;TECNOLOGÍA;120;150;1;735;68.89;535.5;631.95;672.12;718.59;714.75;765.75;812.5;930
2026;36031;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;TECNOLOGÍA;80;115;1;860.5;68.07;525;615.9;674;709.77;713;752.5;793;860.5
2026;36050;TRABAJO SOCIAL;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;CIENCIAS SOCIALES;75;115;1;569;69.48;463;486;504;555.8;540;593.75;632.6;847
2026;36051;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;SALUD;75;105;1;654.5;66.71;414.5;493.8;539.5;581.89;582.5;621;652.1;799
2026;36052;PEDAGOGÍA EN EDUCACIÓN MEDIA EN INGLÉS;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;EDUCACIÓN;70;69;0;575;78.68;442;550.2;561.5;627.52;610.5;691.5;733;793.5
2026;36053;PEDAGOGÍA EN EDUCACIÓN MEDIA  EN LENGUAJE Y COMUNICACIÓN;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;EDUCACIÓN;65;74;1;546.5;78.42;418;551;573.38;633.73;631.75;667.5;722.9;861.5
