ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2026;11001;ARQUITECTURA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;210;242;1;670;50.73;670;746.5;770.75;807.13;802.75;841.75;875.25;969
2026;11003;ACTUACIÓN TEATRAL;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;23;23;1;585;90.79;547;575.4;604.25;667.33;658;695;805.3;882
2026;11004;DISEÑO TEATRAL;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;25;25;1;583;90.15;539;588;630.5;692.54;679;737.5;819.5;898
2026;11005;DISEÑO;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;115;135;1;568;68.31;568;634.1;665.75;714.81;714;753.5;798.2;918.5
2026;11011;ARTES VISUALES, LIC. EN ARTES CON MENCIÓN EN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;90;97;1;607.5;67.71;567;607.3;639.5;685.96;679.5;724.5;764.2;980.5
2026;11016;TEORÍA E HISTORIA DEL ARTE, LIC. EN ARTES CON MENCIÓN EN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;40;40;1;586.5;75.2;525.5;565.45;585.25;641.7;620;689.25;753.5;841.5
2026;11017;TEORÍA DE LA MÚSICA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;20;20;1;658.5;59.99;658.5;699.75;735.88;780.4;795;835.38;849.7;855
2026;11020;INGENIERÍA AGRONÓMICA;UNIVERSIDAD DE CHILE;AGROPECUARIA;130;200;1;694.5;84.8;487;583.75;622.12;684.01;683.25;735.5;793.85;908
2026;11021;INGENIERÍA FORESTAL;UNIVERSIDAD DE CHILE;AGROPECUARIA;80;131;1;550.5;89.78;463;522;575;640.06;634;704.5;755.5;880
2026;11022;MEDICINA VETERINARIA;UNIVERSIDAD DE CHILE;AGROPECUARIA;180;210;1;747;51.94;709;753.4;774.5;813.44;805.5;845.88;884.6;982
2026;11024;INGENIERÍA EN RECURSOS NATURALES RENOVABLES;UNIVERSIDAD DE CHILE;TECNOLOGÍA;65;105;1;645.5;88.53;511.5;585.9;640.5;697.27;693;752.5;823.3;917.5
2026;11026;CONTADOR AUDITOR;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;72;99;1;816;45.99;734;779.9;805.5;838.46;832.5;871;901.2;932
2026;11027;INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;143;206;1;870.5;39.03;753;793.25;819;846.95;847;872.5;892.25;982
2026;11028;PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;55;60;1;681;71.6;667.5;690.95;727.25;790.38;797.75;834.75;886.5;948
2026;11029;BIOLOGÍA CON MENCIÓN EN MEDIO AMBIENTE;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;35;40;1;793;61.8;677.5;724.7;793.38;815.78;815.25;858.62;892.15;943
2026;11030;BIOQUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;39;49;1;888.5;37.14;800.5;816.9;847;870.95;871;900;913.7;948
2026;11031;INGENIERÍA EN ALIMENTOS;UNIVERSIDAD DE CHILE;TECNOLOGÍA;39;49;1;625.5;70.94;603;658.3;721.5;760.9;770;809;845;891.5
2026;11032;LIC. EN CIENCIAS CON MENCIÓN EN BIOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;25;30;1;752.5;61.3;664.5;716.9;742.38;784.28;780.5;811;873.25;911.5
2026;11033;LIC. EN CIENCIAS CON MENCIÓN EN FÍSICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;45;50;1;802.5;58.56;712.5;764.7;802.5;838.16;844.25;870.12;923;945.5
2026;11034;LIC. EN CIENCIAS CON MENCIÓN EN MATEMÁTICAS;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;35;40;1;649;81.14;583.5;660.7;727.25;776.39;774.5;840.88;871.55;922
2026;11035;QUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;39;49;1;745;55.99;690;740.2;782;815.31;811;855;882.9;926.5
2026;11036;LIC. EN CIENCIAS CON MENCIÓN EN QUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;20;25;1;700;60.2;580.5;622.7;660;698.92;704.5;731.5;775.1;816
2026;11037;QUÍMICA Y FARMACIA;UNIVERSIDAD DE CHILE;SALUD;145;153;1;859;36.3;753;831.1;850;873.03;873;896;917.3;968.5
2026;11038;QUÍMICA AMBIENTAL;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;20;25;1;691;66.72;604;661.6;690;729.24;711;761.5;824.6;873
2026;11039;INGENIERÍA EN BIOTECNOLOGÍA MOLECULAR;UNIVERSIDAD DE CHILE;TECNOLOGÍA;35;40;1;852.5;31.33;849.5;861.5;888.75;908.05;907.25;935.5;945.5;969
2026;11040;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;160;170;1;775.5;62.57;580;692.25;733.75;774.66;781;816.75;851.15;935.5
2026;11042;INGENIERÍA COMERCIAL;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;400;500;1;795;36.66;728.5;832.5;858.25;881.57;884.5;904;927.65;982
2026;11045;INGENIERÍA Y CIENCIAS - PLAN COMÚN;UNIVERSIDAD DE CHILE;TECNOLOGÍA;710;783;1;865.5;31.96;791;865.5;884.75;904.93;904;927;945.5;1000
2026;11055;DERECHO;UNIVERSIDAD DE CHILE;DERECHO;400;432;1;774.5;56.18;686.5;774.5;808.88;847.09;851;888;918.85;982
2026;11060;ANTROPOLOGÍA - ARQUEOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;100;105;1;761.5;69.17;646;712.6;748.5;795.82;789.5;840.5;902.6;956.5
2026;11061;FILOSOFÍA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;80;64;0;518.5;108.42;475;508;543.75;632.23;613.75;695.62;771.4;894.5
2026;11062;GEOGRAFÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;40;48;1;571.5;83.69;549;628.45;659.38;723.28;721.5;782.25;818.25;908
2026;11063;HISTORIA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;90;105;1;647.5;63.39;554;647.5;680.5;726.63;736.5;766;798.2;932
2026;11065;LINGÜÍSTICA Y LITERATURA INGLESAS, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;78;95;1;505.5;80.88;496.5;543.1;584;635.26;625;683.25;742.6;922
2026;11068;PERIODISMO;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;122;140;1;766;62.57;647.5;697.3;720.88;769.05;761.25;807.62;863.7;913
2026;11069;PSICOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;55;60;1;872.5;39.26;756.5;824.65;848.88;872.27;873.5;901;913.2;954
2026;11070;SOCIOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;110;115;1;724;74.91;576.5;672.2;717;765.96;766;806.5;865.7;958
2026;11072;LINGÜÍSTICA Y LITERATURA CON MENCIÓN, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;100;120;1;581;80.69;517.5;582.35;624;689.5;686.25;753.5;792.85;898
2026;11078;BACHILLERATO, PROGRAMA ACADÉMICO DE;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;300;392;1;825;42.14;747;802.5;828.25;859.52;861.5;889;912.95;994.5
2026;11080;ENFERMERÍA;UNIVERSIDAD DE CHILE;SALUD;97;117;1;796;44.69;716;776.1;796;827.93;825;861.5;884.9;948
2026;11081;FONOAUDIOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;50;65;1;701.5;55.07;601.5;636.5;650.5;699.98;693.5;728.5;780.5;873
2026;11082;KINESIOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;42;50;1;756.5;49.22;721.5;759.65;785.12;818.08;808.5;857.38;879.05;926.5
2026;11083;MEDICINA;UNIVERSIDAD DE CHILE;SALUD;190;195;1;982;22.32;878;920.5;930;946.6;948;958;977.7;1000
2026;11084;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD DE CHILE;SALUD;46;54;1;781;58.92;648.5;693.65;724.38;767.97;766;799.75;848;926.5
2026;11085;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE CHILE;SALUD;76;96;1;787.5;42.44;717.5;759.25;774.5;807.26;802;837.75;860.25;900.5
2026;11086;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE CHILE;SALUD;86;101;1;817;39.77;761.5;800.5;826;851.68;844;879;908;946.5
2026;11087;TERAPIA OCUPACIONAL;UNIVERSIDAD DE CHILE;SALUD;55;69;1;730;57.73;652.5;679.5;699;750.26;746.5;794.5;823.7;895
2026;11090;CINE Y TELEVISIÓN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;69;78;1;706;70.53;627.5;700.35;731.62;788.26;784.75;832.25;899.35;928.5
2026;11095;ODONTOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;98;128;1;746.5;37.85;746.5;802.6;832.5;853.13;851.5;877.25;900.15;931.5
2026;11097;LICENCIADO/A EN ARTES CON MENCIÓN EN COMPOSICIÓN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;20;20;1;619.5;105;597;601.25;626.62;732.8;720.75;801.62;865.55;939
2026;11508;DANZA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;25;25;1;597.5;106.75;597.5;636.6;649.5;740.14;715;807.5;884.3;994.5
2026;11520;TRABAJO SOCIAL;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;75;80;1;681;63.63;571;613.65;647;690.39;685.5;728.75;769.85;860
2026;11521;PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;50;41;0;631.5;83.75;493;545;603.5;659.09;661.5;718.5;775;860.5
2026;11522;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD DE CHILE;EDUCACIÓN;55;65;1;612.5;68.94;492.5;553.8;596.5;635.65;622.5;685;721;787.5
2026;11523;PEDAGOGÍA EN EDUCACIÓN BÁSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;30;40;1;681.5;80.44;607.5;637.15;692.62;750.14;752.25;804.5;855.35;889
2026;11524;INGENIERÍA EN SONIDO;UNIVERSIDAD DE CHILE;TECNOLOGÍA;24;27;1;866;38.19;802.5;837.1;861.25;879.41;871;903.25;929.4;969
2026;11525;ESTUDIOS INTERNACIONALES;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;35;42;1;822.5;42.84;787;816.1;840;867.55;860.5;892.62;919.9;987.5
2026;11526;CIENCIA POLÍTICA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;65;70;1;714;53.8;656;723.55;765.25;796.61;792.5;826.12;861.5;919.5
2026;11527;INGENIERÍA EN RECURSOS HÍDRICOS;UNIVERSIDAD DE CHILE;TECNOLOGÍA;40;40;1;591;93.99;479;540.4;597.25;659.86;651.75;722.12;777.1;925.5
2026;11528;PEDAGOGÍA EN EDUCACIÓN FÍSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;45;50;1;653;75.54;553;607.75;660.88;715.57;720;780.88;793.25;864
2026;11529;PEDAGOGÍA EN EDUCACIÓN ESPECIAL;UNIVERSIDAD DE CHILE;EDUCACIÓN;50;55;1;686;62.49;486;561.3;605.5;640.65;644;674;705.9;851
2026;12004;ARQUITECTURA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;136;148;1;791;43;766;815.3;842.12;870.8;865.5;899.12;930.45;980.5
2026;12005;ARTE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;87;97;1;733;88.83;540.5;605.2;655.5;716.48;706.5;773.5;851.4;932
2026;12006;DISEÑO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;178;194;1;694.5;67.88;623;703.5;754.75;798.12;802.5;846.25;879.35;957
2026;12007;ACTUACIÓN;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;45;46;1;707.5;86.56;632;654.75;696.5;761.4;759.5;815.25;876.5;982
2026;12008;LETRAS HISPÁNICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;60;63;1;734;107.04;538;600.4;688.5;753.99;734;841.5;912.8;945.5
2026;12009;LETRAS INGLESAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;38;48;1;674.5;80.57;584.5;651.55;677.5;743.94;745.25;802.62;842.75;925
2026;12010;BIOQUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;45;1;859;30.97;846.5;859;878;899.16;899;920.5;940;969
2026;12011;BIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;65;78;1;842;48.89;692;786.95;814;845.88;844.5;880.75;908;969
2026;12012;BIOLOGÍA MARINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;30;36;1;737;58.2;729;749;803.75;841.03;852;879;908;932
2026;12013;AGRONOMÍA E INGENIERÍA FORESTAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;AGROPECUARIA;210;239;1;644.5;78.02;501.5;677.8;722.5;770.08;773;826.75;866.2;956.5
2026;12014;INGENIERÍA COMERCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ADMINISTRACIÓN Y COMERCIO;418;453;1;872.5;31.87;808.5;865.5;885;906.01;908;927.5;945.5;981.5
2026;12015;TEOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;10;20;1;739;99.55;508;537.9;580;652.9;647;701.62;781.2;851
2026;12017;PSICOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;125;136;1;835;44.46;797.5;822.25;857.75;886.53;884.75;919.75;937;994.5
2026;12018;TRABAJO SOCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;70;83;1;678;77.04;509;573.1;610.75;670.49;665.5;720.5;778.4;896.5
2026;12019;SOCIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;76;91;1;649;75.59;645.5;663.5;684.25;753.38;738.5;809.75;860.5;935.5
2026;12021;DERECHO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;DERECHO;325;340;1;830;46.76;748;819.95;858.5;887.65;891.5;920.5;944.6;994.5
2026;12022;ANTROPOLOGÍA- ARQUEOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;70;78;1;746.5;77.47;622;692.35;734.62;787.85;781;836.5;895.55;955.5
2026;12024;PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;150;166;1;585.5;90.7;532;593;648.5;710.36;703;765.88;827.25;945.5
2026;12025;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;80;87;1;610;87.29;549.5;595.5;632.5;706.96;704.5;760;819.6;930.5
2026;12026;COLLEGE ARTES Y HUMANIDADES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;60;72;1;661;71.19;633;672.05;700.88;751.68;736;776.75;876.3;935.5
2026;12027;COLLEGE CIENCIAS NATURALES Y MATEMÁTICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;350;410;1;878;36.35;771;837;862.88;884.53;885;908;930.2;982
2026;12028;COLLEGE CIENCIAS SOCIALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;370;430;1;812.5;56.6;626;732.85;766;806.08;807.5;844;880.55;955.5
2026;12029;LICENCIATURA EN INTERPRETACIÓN MUSICAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;16;18;1;719.5;77.67;593.5;664.95;734.88;762.5;762.75;801.25;851;902.5
2026;12030;FILOSOFÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;25;36;1;692;96.61;518;593.5;625.5;696.58;689;765.5;817;907
2026;12031;FÍSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;31;35;1;888.5;37.4;828.5;852;885;904.53;908;933;954.5;969
2026;12032;ASTRONOMÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;28;29;1;899;32.43;853.5;871.5;884.5;910.95;908;948;956.8;958
2026;12033;MEDICINA VETERINARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;AGROPECUARIA;115;135;1;869.5;44.06;766.5;799.8;830;859.2;858.5;884.5;918.4;969
2026;12034;GEOGRAFÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;50;59;1;585.5;81.67;585.5;632.5;677.25;730.81;721;777.5;845.2;959
2026;12035;HISTORIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;60;70;1;603;88.16;603;651.55;674.62;754.03;740.25;827.88;879.3;940.5
2026;12037;CIENCIA POLÍTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;35;37;1;824;59.71;720.5;788.4;815;856.12;851;894.5;938.5;958
2026;12038;CONSTRUCCIÓN CIVIL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;205;243;1;632.5;57.54;625;699.9;739.5;776.15;776;816.75;850.8;918.5
2026;12039;INGENIERÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;650;680;1;891.5;28.49;839.5;891;908;927.33;927.5;948;969;1000
2026;12041;PEDAGOGÍA EN EDUCACIÓN MEDIA EN CIENCIAS NATURALES Y BIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;25;31;1;746.5;78.43;688;703.5;727.75;792.47;780.5;833.75;926.5;945.5
2026;12042;PEDAGOGÍA EN EDUCACIÓN MEDIA EN QUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;20;32;1;648.5;87.01;492.5;593.35;642.25;689.52;685.5;726.38;824.65;894.5
2026;12043;PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;40;45;1;802.5;55.18;746;784.3;802.5;844.87;841;884.5;926.8;981.5
2026;12044;PEDAGOGÍA EN EDUCACIÓN MEDIA EN FÍSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;10;13;1;806;61.39;753;773.5;806;847.31;841;908;922.8;939
2026;12046;PERIODISMO - DIRECCIÓN AUDIOVISUAL - PUBLICIDAD;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;125;135;1;735.5;56.72;698.5;741.1;783;816.7;814;857;893.3;969
2026;12049;ESTADÍSTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;45;1;819;41.47;727.5;796.8;825;845.71;852;871;893.2;928
2026;12050;PEDAGOGÍA EN EDUCACIÓN FÍSICA Y SALUD PARA EDUCACIÓN BÁSICA Y MEDIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;60;66;1;625;62.52;597;674;702.62;742.12;739.75;783.12;809.5;882
2026;12051;MATEMÁTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;52;1;721;53.79;721;794.6;822.38;858.51;856.25;895;920.5;958
2026;12052;TERAPIA OCUPACIONAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;77;90;1;677.5;71.73;638;678.4;725.5;779.42;780;834.75;871.3;939
2026;12054;QUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;35;43;1;885;40.52;791;809.2;831.25;860.83;859;885.25;909.2;968.5
2026;12055;QUÍMICA Y FARMACIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;70;78;1;864;30.05;829;862.5;886.25;904.51;907.5;923.5;939;981.5
2026;12056;ODONTOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;62;86;1;820;36.14;793;819;841.25;867.23;870.5;891.5;908.75;956.5
2026;12057;ENFERMERÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;120;165;1;775;42.69;728;784.5;819;843.75;844.5;871;894.3;963
2026;12058;MEDICINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;82;82;1;958;18.38;911.5;939;948;961.12;958;980.25;981.5;994.5
2026;12059;LICENCIATURA EN MÚSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;25;13;0;553.5;97.74;546.5;568.8;655;703.04;681;761.5;823.2;874
2026;12060;NUTRICIÓN Y DIETÉTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;65;82;1;719.5;65.41;646.5;694.2;725.62;771.74;768.75;804.62;867.25;940.5
2026;12061;KINESIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;80;105;1;753;57.46;695.5;745.7;791;828.24;831.5;867.5;899.9;948
2026;12062;FONOAUDIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;64;90;1;687;66.69;587;618.95;653.25;700.24;695;740.88;792.3;930
2026;12070;PEDAGOGÍA EN INGLÉS PARA EDUCACIÓN BÁSICA Y MEDIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;50;55;1;800;63.7;646;700.1;738.5;780.64;780.5;820;868.4;926.5
2026;12071;ADMINISTRACIÓN PÚBLICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;90;100;1;687;60.68;675;720.85;748.12;792.18;789.5;827;860.95;950
2026;12088;PEDAGOGÍA EN EDUCACIÓN ESPECIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;60;64;1;606;84.67;531.5;587.15;638.5;686.19;671.75;728.75;796.4;904
2026;12089;LICENCIATURA EN INGENIERÍA EN CIENCIA DE DATOS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;80;95;1;780.5;52.6;702.5;780.2;804;844.71;844;878.25;919.7;958
2026;12096;PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;35;34;0;633;77.75;500;547.85;587.62;638.63;635.75;709.88;745.8;780
2026;12097;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;35;23;0;596;46.81;518.5;562.2;568;599.15;585;617.75;655.1;729.5
2026;12100;LICENCIATURA EN INGENIERÍA EN CIENCIA DE LA COMPUTACIÓN;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;100;112;1;834;47.9;780;808.65;834.5;872.6;877.25;910;929.7;981.5
2026;12101;INGENIERÍA EN RECURSOS NATURALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;85;98;1;708.5;76.42;581.5;665.2;704;764.08;765;822.12;862.25;913
2026;13001;LICENCIATURA EN QUIMICA - QUIMICO;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;25;31;1;701.5;70.7;640.5;658.5;686.75;747.42;754.5;780.75;816;926.5
2026;13002;LICENCIATURA EN MATEMATICA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;20;16;0;524.5;97.25;524.5;605.75;670.12;722.16;729.5;777.38;833;891.5
2026;13003;INGENIERIA CIVIL MATEMATICA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;40;1;820;68.29;672.5;739.5;797.38;834.09;826.5;888;917.95;951.5
2026;13004;QUIMICO ANALISTA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;50;1;715;76.82;553;609.1;649.38;703.04;701.5;745.62;818;878.5
2026;13006;AGRONOMIA (CHILLAN);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;70;88;1;488;82.28;487;516.85;551.25;615.11;595.75;675;722.5;853.5
2026;13007;MEDICINA VETERINARIA (CHILLAN);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;85;104;1;680;60.97;625;671.8;700;741.24;732;777.38;827.55;932
2026;13008;INGENIERIA FORESTAL;UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;30;45;1;606.5;78.01;504;532.9;571;626.43;606.5;690.5;725.5;803
2026;13009;INGENIERIA CIVIL AGRICOLA (CHILLAN);UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;35;42;1;686.5;97.37;508;592.1;630.75;701.43;686.5;771.12;837.05;908
2026;13011;MEDICINA VETERINARIA (CONCEPCION);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;80;90;1;783.5;50.76;687;733;759;793.22;787.5;816.75;868.55;939
2026;13012;BIOINGENIERIA;UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;46;64;1;713;66.61;608.5;676.8;729.88;768.03;770.25;812.12;854.15;939
2026;13013;BIOLOGIA MARINA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;30;40;1;803;63.27;650;705.6;722.75;770.31;768;803.75;836.3;969
2026;13014;BIOLOGIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;60;78;1;706.5;81.39;577;630.6;660.75;734.18;736.75;798.38;833.55;935.5
2026;13015;GEOLOGIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;40;1;806.5;52.89;751.5;790;818.12;854.3;869.25;891.12;908.5;958
2026;13016;INGENIERIA EN BIOTECNOLOGIA MARINA Y ACUICULTURA;UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;20;28;1;578;82.39;504;551.2;579.12;647.55;645.25;691.88;777.35;802.5
2026;13018;GEOGRAFIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS SOCIALES;55;37;0;508;91.84;508;535.1;567;650.51;671;708.5;766.8;851
